  Matrix elements < ab | V | cd> in mscheme
 Legend: a  b  c  d and  < ab | V | cd>
   7  10  12   9     0.000000E+00
   7  10  12  13     -.986740E-01
   7  10  13   4     0.193143E+00
   7  10  13   8     0.110927E+00
   7  10  13  12     0.986740E-01
   7  10  14   3     0.193143E+00
   7  10  14   7     0.110927E+00
   7  10  14  11     0.986740E-01
   7  10  15   2     0.193143E+00
   7  10  15   6     0.110927E+00
   7  10  15  10     0.986740E-01
   7  10  16   1     0.193143E+00
   7  10  16   5     0.110927E+00
   7  10  16   9     0.986740E-01
   7  10  17   4     0.139013E+00
   7  10  17   8     0.635095E-01
   7  10  18   3     0.139013E+00
   7  10  18   7     0.635095E-01
   7  10  19   2     0.139013E+00
   7  10  19   6     0.635095E-01
   7  10  20   1     0.139013E+00
   7  10  20   5     0.635095E-01
   7  10  21   4     0.133232E+00
   7  10  22   3     0.133232E+00
   7  10  23   2     0.133232E+00
   7  10  24   1     0.133232E+00
   7  14   1   4     0.000000E+00
   7  14   1   8     -.199251E+00
   7  14   1  12     -.163563E+00
   7  14   1  16     -.135652E+00
   7  14   1  20     -.179482E+00
   7  14   1  24     -.160009E+00
   7  14   2   3     0.000000E+00
   7  14   2   7     -.199251E+00
   7  14   2  11     -.163563E+00
   7  14   2  15     -.135652E+00
   7  14   2  19     -.179482E+00
   7  14   2  23     -.160009E+00
   7  14   3   2     0.000000E+00
   7  14   3   6     -.199251E+00
   7  14   3  10     -.163563E+00
   7  14   3  14     -.135652E+00
   7  14   3  18     -.179482E+00
   7  14   3  22     -.160009E+00
   7  14   4   1     0.000000E+00
   7  14   4   5     -.199251E+00
   7  14   4   9     -.163563E+00
   7  14   4  13     -.135652E+00
   7  14   4  17     -.179482E+00
   7  14   4  21     -.160009E+00
   7  14   5   4     0.199251E+00
   7  14   5   8     0.000000E+00
   7  14   5  12     -.110927E+00
   7  14   5  16     -.277236E+00
   7  14   5  20     -.170696E+00
   7  14   6   3     0.199251E+00
   7  14   6   7     0.000000E+00
   7  14   6  11     -.110927E+00
   7  14   6  15     -.277236E+00
   7  14   6  19     -.170696E+00
   7  14   7   2     0.199251E+00
   7  14   7   6     0.000000E+00
   7  14   7  10     -.110927E+00
   7  14   7  14     -.277236E+00
   7  14   7  18     -.170696E+00
   7  14   8   1     0.199251E+00
   7  14   8   5     0.000000E+00
   7  14   8   9     -.110927E+00
   7  14   8  13     -.277236E+00
   7  14   8  17     -.170696E+00
   7  14   9   4     0.163563E+00
   7  14   9   8     0.110927E+00
   7  14   9  12     0.000000E+00
   7  14   9  16     -.391530E-01
   7  14  10   3     0.163563E+00
   7  14  10   7     0.110927E+00
   7  14  10  11     0.000000E+00
   7  14  10  15     -.391530E-01
   7  14  11   2     0.163563E+00
   7  14  11   6     0.110927E+00
   7  14  11  10     0.000000E+00
   7  14  11  14     -.391530E-01
   7  14  12   1     0.163563E+00
   7  14  12   5     0.110927E+00
   7  14  12   9     0.000000E+00
   7  14  12  13     -.391530E-01
   7  14  13   4     0.135652E+00
   7  14  13   8     0.277236E+00
   7  14  13  12     0.391530E-01
   7  14  14   3     0.135652E+00
   7  14  14   7     0.277236E+00
   7  14  14  11     0.391530E-01
   7  14  15   2     0.135652E+00
   7  14  15   6     0.277236E+00
   7  14  15  10     0.391530E-01
   7  14  16   1     0.135652E+00
   7  14  16   5     0.277236E+00
   7  14  16   9     0.391530E-01
   7  14  17   4     0.179482E+00
   7  14  17   8     0.170696E+00
   7  14  18   3     0.179482E+00
   7  14  18   7     0.170696E+00
   7  14  19   2     0.179482E+00
   7  14  19   6     0.170696E+00
   7  14  20   1     0.179482E+00
   7  14  20   5     0.170696E+00
   7  14  21   4     0.160009E+00
   7  14  22   3     0.160009E+00
   7  14  23   2     0.160009E+00
   7  14  24   1     0.160009E+00
   7  18   1   4     0.000000E+00
   7  18   1   8     -.149208E+00
   7  18   1  12     -.181861E+00
   7  18   1  16     -.144853E+00
   7  18   1  20     -.140390E+00
   7  18   1  24     -.148257E+00
   7  18   2   3     0.000000E+00
   7  18   2   7     -.149208E+00
   7  18   2  11     -.181861E+00
   7  18   2  15     -.144853E+00
   7  18   2  19     -.140390E+00
   7  18   2  23     -.148257E+00
   7  18   3   2     0.000000E+00
   7  18   3   6     -.149208E+00
   7  18   3  10     -.181861E+00
   7  18   3  14     -.144853E+00
   7  18   3  18     -.140390E+00
   7  18   3  22     -.148257E+00
   7  18   4   1     0.000000E+00
   7  18   4   5     -.149208E+00
   7  18   4   9     -.181861E+00
   7  18   4  13     -.144853E+00
   7  18   4  17     -.140390E+00
   7  18   4  21     -.148257E+00
   7  18   5   4     0.149208E+00
   7  18   5   8     0.000000E+00
   7  18   5  12     -.635095E-01
   7  18   5  16     -.170696E+00
   7  18   5  20     -.256045E+00
   7  18   6   3     0.149208E+00
   7  18   6   7     0.000000E+00
   7  18   6  11     -.635095E-01
   7  18   6  15     -.170696E+00
   7  18   6  19     -.256045E+00
   7  18   7   2     0.149208E+00
   7  18   7   6     0.000000E+00
   7  18   7  10     -.635095E-01
   7  18   7  14     -.170696E+00
   7  18   7  18     -.256045E+00
   7  18   8   1     0.149208E+00
   7  18   8   5     0.000000E+00
   7  18   8   9     -.635095E-01
   7  18   8  13     -.170696E+00
   7  18   8  17     -.256045E+00
   7  18   9   4     0.181861E+00
   7  18   9   8     0.635095E-01
   7  18   9  12     0.000000E+00
   7  18   9  16     -.995875E-01
   7  18  10   3     0.181861E+00
   7  18  10   7     0.635095E-01
   7  18  10  11     0.000000E+00
   7  18  10  15     -.995875E-01
   7  18  11   2     0.181861E+00
   7  18  11   6     0.635095E-01
   7  18  11  10     0.000000E+00
   7  18  11  14     -.995875E-01
   7  18  12   1     0.181861E+00
   7  18  12   5     0.635095E-01
   7  18  12   9     0.000000E+00
   7  18  12  13     -.995875E-01
   7  18  13   4     0.144853E+00
   7  18  13   8     0.170696E+00
   7  18  13  12     0.995875E-01
   7  18  14   3     0.144853E+00
   7  18  14   7     0.170696E+00
   7  18  14  11     0.995875E-01
   7  18  15   2     0.144853E+00
   7  18  15   6     0.170696E+00
   7  18  15  10     0.995875E-01
   7  18  16   1     0.144853E+00
   7  18  16   5     0.170696E+00
   7  18  16   9     0.995875E-01
   7  18  17   4     0.140390E+00
   7  18  17   8     0.256045E+00
   7  18  18   3     0.140390E+00
   7  18  18   7     0.256045E+00
   7  18  19   2     0.140390E+00
   7  18  19   6     0.256045E+00
   7  18  20   1     0.140390E+00
   7  18  20   5     0.256045E+00
   7  18  21   4     0.148257E+00
   7  18  22   3     0.148257E+00
   7  18  23   2     0.148257E+00
   7  18  24   1     0.148257E+00
   8   1   1   4     0.000000E+00
   8   1   1   8     0.908430E+00
   8   1   1  12     0.444009E+00
   8   1   1  16     0.274990E+00
   8   1   1  20     0.115038E+00
   8   1   1  24     0.580790E-01
   8   1   2   3     0.000000E+00
   8   1   2   7     0.908430E+00
   8   1   2  11     0.444009E+00
   8   1   2  15     0.274990E+00
   8   1   2  19     0.115038E+00
   8   1   2  23     0.580790E-01
   8   1   3   2     0.000000E+00
   8   1   3   6     0.908430E+00
   8   1   3  10     0.444009E+00
   8   1   3  14     0.274990E+00
   8   1   3  18     0.115038E+00
   8   1   3  22     0.580790E-01
   8   1   4   1     0.000000E+00
   8   1   4   5     0.908430E+00
   8   1   4   9     0.444009E+00
   8   1   4  13     0.274990E+00
   8   1   4  17     0.115038E+00
   8   1   4  21     0.580790E-01
   8   1   5   4     -.908430E+00
   8   1   5   8     0.000000E+00
   8   1   5  12     0.242518E+00
   8   1   5  16     0.199251E+00
   8   1   5  20     0.149208E+00
   8   1   6   3     -.908430E+00
   8   1   6   7     0.000000E+00
   8   1   6  11     0.242518E+00
   8   1   6  15     0.199251E+00
   8   1   6  19     0.149208E+00
   8   1   7   2     -.908430E+00
   8   1   7   6     0.000000E+00
   8   1   7  10     0.242518E+00
   8   1   7  14     0.199251E+00
   8   1   7  18     0.149208E+00
   8   1   8   1     -.908430E+00
   8   1   8   5     0.000000E+00
   8   1   8   9     0.242518E+00
   8   1   8  13     0.199251E+00
   8   1   8  17     0.149208E+00
   8   1   9   4     -.444009E+00
   8   1   9   8     -.242518E+00
   8   1   9  12     0.000000E+00
   8   1   9  16     0.943675E-01
   8   1  10   3     -.444009E+00
   8   1  10   7     -.242518E+00
   8   1  10  11     0.000000E+00
   8   1  10  15     0.943675E-01
   8   1  11   2     -.444009E+00
   8   1  11   6     -.242518E+00
   8   1  11  10     0.000000E+00
   8   1  11  14     0.943675E-01
   8   1  12   1     -.444009E+00
   8   1  12   5     -.242518E+00
   8   1  12   9     0.000000E+00
   8   1  12  13     0.943675E-01
   8   1  13   4     -.274990E+00
   8   1  13   8     -.199251E+00
   8   1  13  12     -.943675E-01
   8   1  14   3     -.274990E+00
   8   1  14   7     -.199251E+00
   8   1  14  11     -.943675E-01
   8   1  15   2     -.274990E+00
   8   1  15   6     -.199251E+00
   8   1  15  10     -.943675E-01
   8   1  16   1     -.274990E+00
   8   1  16   5     -.199251E+00
   8   1  16   9     -.943675E-01
   8   1  17   4     -.115038E+00
   8   1  17   8     -.149208E+00
   8   1  18   3     -.115038E+00
   8   1  18   7     -.149208E+00
   8   1  19   2     -.115038E+00
   8   1  19   6     -.149208E+00
   8   1  20   1     -.115038E+00
   8   1  20   5     -.149208E+00
   8   1  21   4     -.580790E-01
   8   1  22   3     -.580790E-01
   8   1  23   2     -.580790E-01
   8   1  24   1     -.580790E-01
   8   5   1   4     0.000000E+00
   8   5   1   8     0.000000E+00
   8   5   1  12     0.000000E+00
   8   5   1  16     0.000000E+00
   8   5   1  20     0.000000E+00
   8   5   1  24     0.000000E+00
   8   5   2   3     0.000000E+00
   8   5   2   7     0.000000E+00
   8   5   2  11     0.000000E+00
   8   5   2  15     0.000000E+00
   8   5   2  19     0.000000E+00
   8   5   2  23     0.000000E+00
   8   5   3   2     0.000000E+00
   8   5   3   6     0.000000E+00
   8   5   3  10     0.000000E+00
   8   5   3  14     0.000000E+00
   8   5   3  18     0.000000E+00
   8   5   3  22     0.000000E+00
   8   5   4   1     0.000000E+00
   8   5   4   5     0.000000E+00
   8   5   4   9     0.000000E+00
   8   5   4  13     0.000000E+00
   8   5   4  17     0.000000E+00
   8   5   4  21     0.000000E+00
   8   5   5   4     0.000000E+00
   8   5   5   8     0.000000E+00
   8   5   5  12     0.000000E+00
   8   5   5  16     0.000000E+00
   8   5   5  20     0.000000E+00
   8   5   6   3     0.000000E+00
   8   5   6   7     0.000000E+00
   8   5   6  11     0.000000E+00
   8   5   6  15     0.000000E+00
   8   5   6  19     0.000000E+00
   8   5   7   2     0.000000E+00
   8   5   7   6     0.000000E+00
   8   5   7  10     0.000000E+00
   8   5   7  14     0.000000E+00
   8   5   7  18     0.000000E+00
   8   5   8   1     0.000000E+00
   8   5   8   5     0.000000E+00
   8   5   8   9     0.000000E+00
   8   5   8  13     0.000000E+00
   8   5   8  17     0.000000E+00
   8   5   9   4     0.000000E+00
   8   5   9   8     0.000000E+00
   8   5   9  12     0.000000E+00
   8   5   9  16     0.000000E+00
   8   5  10   3     0.000000E+00
   8   5  10   7     0.000000E+00
   8   5  10  11     0.000000E+00
   8   5  10  15     0.000000E+00
   8   5  11   2     0.000000E+00
   8   5  11   6     0.000000E+00
   8   5  11  10     0.000000E+00
   8   5  11  14     0.000000E+00
   8   5  12   1     0.000000E+00
   8   5  12   5     0.000000E+00
   8   5  12   9     0.000000E+00
   8   5  12  13     0.000000E+00
   8   5  13   4     0.000000E+00
   8   5  13   8     0.000000E+00
   8   5  13  12     0.000000E+00
   8   5  14   3     0.000000E+00
   8   5  14   7     0.000000E+00
   8   5  14  11     0.000000E+00
   8   5  15   2     0.000000E+00
   8   5  15   6     0.000000E+00
   8   5  15  10     0.000000E+00
   8   5  16   1     0.000000E+00
   8   5  16   5     0.000000E+00
   8   5  16   9     0.000000E+00
   8   5  17   4     0.000000E+00
   8   5  17   8     0.000000E+00
   8   5  18   3     0.000000E+00
   8   5  18   7     0.000000E+00
   8   5  19   2     0.000000E+00
   8   5  19   6     0.000000E+00
   8   5  20   1     0.000000E+00
   8   5  20   5     0.000000E+00
   8   5  21   4     0.000000E+00
   8   5  22   3     0.000000E+00
   8   5  23   2     0.000000E+00
   8   5  24   1     0.000000E+00
   8   9   1   4     0.000000E+00
   8   9   1   8     -.242518E+00
   8   9   1  12     -.886950E-01
   8   9   1  16     -.193143E+00
   8   9   1  20     -.139013E+00
   8   9   1  24     -.133232E+00
   8   9   2   3     0.000000E+00
   8   9   2   7     -.242518E+00
   8   9   2  11     -.886950E-01
   8   9   2  15     -.193143E+00
   8   9   2  19     -.139013E+00
   8   9   2  23     -.133232E+00
   8   9   3   2     0.000000E+00
   8   9   3   6     -.242518E+00
   8   9   3  10     -.886950E-01
   8   9   3  14     -.193143E+00
   8   9   3  18     -.139013E+00
   8   9   3  22     -.133232E+00
   8   9   4   1     0.000000E+00
   8   9   4   5     -.242518E+00
   8   9   4   9     -.886950E-01
   8   9   4  13     -.193143E+00
   8   9   4  17     -.139013E+00
   8   9   4  21     -.133232E+00
   8   9   5   4     0.242518E+00
   8   9   5   8     0.000000E+00
   8   9   5  12     -.235679E+00
   8   9   5  16     -.110927E+00
   8   9   5  20     -.635095E-01
   8   9   6   3     0.242518E+00
   8   9   6   7     0.000000E+00
   8   9   6  11     -.235679E+00
   8   9   6  15     -.110927E+00
   8   9   6  19     -.635095E-01
   8   9   7   2     0.242518E+00
   8   9   7   6     0.000000E+00
   8   9   7  10     -.235679E+00
   8   9   7  14     -.110927E+00
   8   9   7  18     -.635095E-01
   8   9   8   1     0.242518E+00
   8   9   8   5     0.000000E+00
   8   9   8   9     -.235679E+00
   8   9   8  13     -.110927E+00
   8   9   8  17     -.635095E-01
   8   9   9   4     0.886950E-01
   8   9   9   8     0.235679E+00
   8   9   9  12     0.000000E+00
   8   9   9  16     -.986740E-01
   8   9  10   3     0.886950E-01
   8   9  10   7     0.235679E+00
   8   9  10  11     0.000000E+00
   8   9  10  15     -.986740E-01
   8   9  11   2     0.886950E-01
   8   9  11   6     0.235679E+00
   8   9  11  10     0.000000E+00
   8   9  11  14     -.986740E-01
   8   9  12   1     0.886950E-01
   8   9  12   5     0.235679E+00
   8   9  12   9     0.000000E+00
   8   9  12  13     -.986740E-01
   8   9  13   4     0.193143E+00
   8   9  13   8     0.110927E+00
   8   9  13  12     0.986740E-01
   8   9  14   3     0.193143E+00
   8   9  14   7     0.110927E+00
   8   9  14  11     0.986740E-01
   8   9  15   2     0.193143E+00
   8   9  15   6     0.110927E+00
   8   9  15  10     0.986740E-01
   8   9  16   1     0.193143E+00
   8   9  16   5     0.110927E+00
   8   9  16   9     0.986740E-01
   8   9  17   4     0.139013E+00
   8   9  17   8     0.635095E-01
   8   9  18   3     0.139013E+00
   8   9  18   7     0.635095E-01
   8   9  19   2     0.139013E+00
   8   9  19   6     0.635095E-01
   8   9  20   1     0.139013E+00
   8   9  20   5     0.635095E-01
   8   9  21   4     0.133232E+00
   8   9  22   3     0.133232E+00
   8   9  23   2     0.133232E+00
   8   9  24   1     0.133232E+00
   8  13   1   4     0.000000E+00
   8  13   1   8     -.199251E+00
   8  13   1  12     -.163563E+00
   8  13   1  16     -.135652E+00
   8  13   1  20     -.179482E+00
   8  13   1  24     -.160009E+00
   8  13   2   3     0.000000E+00
   8  13   2   7     -.199251E+00
   8  13   2  11     -.163563E+00
   8  13   2  15     -.135652E+00
   8  13   2  19     -.179482E+00
   8  13   2  23     -.160009E+00
   8  13   3   2     0.000000E+00
   8  13   3   6     -.199251E+00
   8  13   3  10     -.163563E+00
   8  13   3  14     -.135652E+00
   8  13   3  18     -.179482E+00
   8  13   3  22     -.160009E+00
   8  13   4   1     0.000000E+00
   8  13   4   5     -.199251E+00
   8  13   4   9     -.163563E+00
   8  13   4  13     -.135652E+00
   8  13   4  17     -.179482E+00
   8  13   4  21     -.160009E+00
   8  13   5   4     0.199251E+00
   8  13   5   8     0.000000E+00
   8  13   5  12     -.110927E+00
   8  13   5  16     -.277236E+00
   8  13   5  20     -.170696E+00
   8  13   6   3     0.199251E+00
   8  13   6   7     0.000000E+00
   8  13   6  11     -.110927E+00
   8  13   6  15     -.277236E+00
   8  13   6  19     -.170696E+00
   8  13   7   2     0.199251E+00
   8  13   7   6     0.000000E+00
   8  13   7  10     -.110927E+00
   8  13   7  14     -.277236E+00
   8  13   7  18     -.170696E+00
   8  13   8   1     0.199251E+00
   8  13   8   5     0.000000E+00
   8  13   8   9     -.110927E+00
   8  13   8  13     -.277236E+00
   8  13   8  17     -.170696E+00
   8  13   9   4     0.163563E+00
   8  13   9   8     0.110927E+00
   8  13   9  12     0.000000E+00
   8  13   9  16     -.391530E-01
   8  13  10   3     0.163563E+00
   8  13  10   7     0.110927E+00
   8  13  10  11     0.000000E+00
   8  13  10  15     -.391530E-01
   8  13  11   2     0.163563E+00
   8  13  11   6     0.110927E+00
   8  13  11  10     0.000000E+00
   8  13  11  14     -.391530E-01
   8  13  12   1     0.163563E+00
   8  13  12   5     0.110927E+00
